"District","FIPS","Year","Variable","Measure Type","Value"
"Norwich Free Academy District","","2019-2020","Suspensions","Percent","11.4"
"Norwich School District","901156270","2009-2010","Suspensions","Percent","8.9"
"Norwich School District","901156270","2010-2011","Suspensions","Percent","10.6"
"Norwich School District","901156270","2011-2012","Suspensions","Percent","10.4"
"Norwich School District","901156270","2012-2013","Suspensions","Percent","9.1"
"Norwich School District","901156270","2013-2014","Suspensions","Percent","7.5"
"Norwich School District","901156270","2014-2015","Suspensions","Percent","6.7"
"Norwich School District","901156270","2015-2016","Suspensions","Percent","7.5"
"Norwich School District","901156270","2016-2017","Suspensions","Percent","7.4"
"Norwich School District","901156270","2017-2018","Suspensions","Percent","8.9"
"Norwich School District","901156270","2018-2019","Suspensions","Percent","9.1"
"Norwich School District","901156270","2019-2020","Suspensions","Percent","5.0"
"Odyssey Community School District","","2009-2010","Suspensions","Percent","8.7"
"Odyssey Community School District","","2010-2011","Suspensions","Percent","7.8"
"Odyssey Community School District","","2011-2012","Suspensions","Percent","4.6"
"Odyssey Community School District","","2012-2013","Suspensions","Percent","3.1"
"Odyssey Community School District","","2013-2014","Suspensions","Percent","6.0"
"Odyssey Community School District","","2014-2015","Suspensions","Percent","5.3"
"Odyssey Community School District","","2015-2016","Suspensions","Percent","3.7"
"Odyssey Community School District","","2016-2017","Suspensions","Percent","3.5"
"Odyssey Community School District","","2017-2018","Suspensions","Percent","3.4"
"Odyssey Community School District","","2018-2019","Suspensions","Percent","2.1"
"Odyssey Community School District","","2019-2020","Suspensions","Percent","-9999"
"Old Saybrook School District","900757320","2009-2010","Suspensions","Percent","3.9"
"Old Saybrook School District","900757320","2010-2011","Suspensions","Percent","4.2"
"Old Saybrook School District","900757320","2011-2012","Suspensions","Percent","2.8"
"Old Saybrook School District","900757320","2012-2013","Suspensions","Percent","4.2"
"Old Saybrook School District","900757320","2013-2014","Suspensions","Percent","2.3"
"Old Saybrook School District","900757320","2014-2015","Suspensions","Percent","3.3"
"Old Saybrook School District","900757320","2015-2016","Suspensions","Percent","2.5"
"Old Saybrook School District","900757320","2016-2017","Suspensions","Percent","2.9"
"Old Saybrook School District","900757320","2017-2018","Suspensions","Percent","3.5"
"Old Saybrook School District","900757320","2018-2019","Suspensions","Percent","1.2"
"Old Saybrook School District","900757320","2019-2020","Suspensions","Percent","0.8"
"Orange School District","","2009-2010","Suspensions","Percent","0.8"
"Orange School District","","2010-2011","Suspensions","Percent","0.8"
"Orange School District","","2011-2012","Suspensions","Percent","0.5"
"Orange School District","","2012-2013","Suspensions","Percent","0.6"
"Orange School District","","2013-2014","Suspensions","Percent","1.3"
"Orange School District","","2014-2015","Suspensions","Percent","1.0"
"Orange School District","","2015-2016","Suspensions","Percent","0.8"
"Orange School District","","2016-2017","Suspensions","Percent","0.8"
"Orange School District","","2017-2018","Suspensions","Percent","1.2"
"Orange School District","","2018-2019","Suspensions","Percent","1.3"
"Orange School District","","2019-2020","Suspensions","Percent","0.5"
"Oxford School District","900958300","2009-2010","Suspensions","Percent","2.1"
"Oxford School District","900958300","2010-2011","Suspensions","Percent","2.1"
"Oxford School District","900958300","2011-2012","Suspensions","Percent","2.7"
"Oxford School District","900958300","2012-2013","Suspensions","Percent","2.2"
"Oxford School District","900958300","2013-2014","Suspensions","Percent","2.1"
"Oxford School District","900958300","2014-2015","Suspensions","Percent","1.9"
"Oxford School District","900958300","2015-2016","Suspensions","Percent","1.8"
"Oxford School District","900958300","2016-2017","Suspensions","Percent","3.5"
"Oxford School District","900958300","2017-2018","Suspensions","Percent","3.1"
"Oxford School District","900958300","2018-2019","Suspensions","Percent","3.9"
"Oxford School District","900958300","2019-2020","Suspensions","Percent","1.3"
"Park City Prep Charter School District","","2009-2010","Suspensions","Percent","63.2"
"Park City Prep Charter School District","","2010-2011","Suspensions","Percent","23.5"
"Park City Prep Charter School District","","2011-2012","Suspensions","Percent","23.3"
"Park City Prep Charter School District","","2012-2013","Suspensions","Percent","14.3"
"Park City Prep Charter School District","","2013-2014","Suspensions","Percent","14.8"
"Park City Prep Charter School District","","2014-2015","Suspensions","Percent","16.1"
"Park City Prep Charter School District","","2015-2016","Suspensions","Percent","17.5"
"Park City Prep Charter School District","","2016-2017","Suspensions","Percent","12.3"
"Park City Prep Charter School District","","2017-2018","Suspensions","Percent","11.2"
"Park City Prep Charter School District","","2018-2019","Suspensions","Percent","7.5"
"Park City Prep Charter School District","","2019-2020","Suspensions","Percent","4.1"
"Path Academy District","","2009-2010","Suspensions","Percent","-6666"
"Path Academy District","","2010-2011","Suspensions","Percent","-6666"
"Path Academy District","","2011-2012","Suspensions","Percent","-6666"
"Path Academy District","","2012-2013","Suspensions","Percent","-6666"
"Path Academy District","","2013-2014","Suspensions","Percent","-6666"
"Path Academy District","","2014-2015","Suspensions","Percent","41.4"
"Path Academy District","","2015-2016","Suspensions","Percent","14.9"
"Path Academy District","","2016-2017","Suspensions","Percent","19.2"
"Path Academy District","","2017-2018","Suspensions","Percent","37.0"
"Plainfield School District","901559980","2009-2010","Suspensions","Percent","8.3"
"Plainfield School District","901559980","2010-2011","Suspensions","Percent","8.2"
"Plainfield School District","901559980","2011-2012","Suspensions","Percent","10.6"
"Plainfield School District","901559980","2012-2013","Suspensions","Percent","9.8"
"Plainfield School District","901559980","2013-2014","Suspensions","Percent","7.1"
"Plainfield School District","901559980","2014-2015","Suspensions","Percent","8.4"
"Plainfield School District","901559980","2015-2016","Suspensions","Percent","9.1"
"Plainfield School District","901559980","2016-2017","Suspensions","Percent","7.5"
"Plainfield School District","901559980","2017-2018","Suspensions","Percent","8.9"
"Plainfield School District","901559980","2018-2019","Suspensions","Percent","9.9"
"Plainfield School District","901559980","2019-2020","Suspensions","Percent","6.6"
"Plainville School District","900360120","2009-2010","Suspensions","Percent","4.8"
"Plainville School District","900360120","2010-2011","Suspensions","Percent","5.8"
"Plainville School District","900360120","2011-2012","Suspensions","Percent","5.0"
"Plainville School District","900360120","2012-2013","Suspensions","Percent","4.7"
"Plainville School District","900360120","2013-2014","Suspensions","Percent","3.8"
"Plainville School District","900360120","2014-2015","Suspensions","Percent","4.7"
"Plainville School District","900360120","2015-2016","Suspensions","Percent","5.4"
"Plainville School District","900360120","2016-2017","Suspensions","Percent","5.4"
"Plainville School District","900360120","2017-2018","Suspensions","Percent","4.5"
"Plainville School District","900360120","2018-2019","Suspensions","Percent","4.9"
"Plainville School District","900360120","2019-2020","Suspensions","Percent","3.0"
"Plymouth School District","900560750","2009-2010","Suspensions","Percent","8.1"
"Plymouth School District","900560750","2010-2011","Suspensions","Percent","6.9"
"Plymouth School District","900560750","2011-2012","Suspensions","Percent","4.5"
"Plymouth School District","900560750","2012-2013","Suspensions","Percent","4.7"
"Plymouth School District","900560750","2013-2014","Suspensions","Percent","3.7"
"Plymouth School District","900560750","2014-2015","Suspensions","Percent","4.1"
"Plymouth School District","900560750","2015-2016","Suspensions","Percent","5.4"
"Plymouth School District","900560750","2016-2017","Suspensions","Percent","5.7"
"Plymouth School District","900560750","2017-2018","Suspensions","Percent","7.6"
"Plymouth School District","900560750","2018-2019","Suspensions","Percent","7.7"
"Plymouth School District","900560750","2019-2020","Suspensions","Percent","7.2"
"Pomfret School District","","2009-2010","Suspensions","Percent","1.1"
"Pomfret School District","","2010-2011","Suspensions","Percent","1.2"
"Pomfret School District","","2011-2012","Suspensions","Percent","1.2"
"Pomfret School District","","2012-2013","Suspensions","Percent","1.7"
"Pomfret School District","","2013-2014","Suspensions","Percent","1.4"
"Pomfret School District","","2014-2015","Suspensions","Percent","2.1"
"Pomfret School District","","2015-2016","Suspensions","Percent","4.7"
"Pomfret School District","","2016-2017","Suspensions","Percent","2.4"
"Pomfret School District","","2017-2018","Suspensions","Percent","-9999"
"Pomfret School District","","2018-2019","Suspensions","Percent","1.5"
"Pomfret School District","","2019-2020","Suspensions","Percent","-9999"
"Portland School District","900761800","2009-2010","Suspensions","Percent","4.3"
"Portland School District","900761800","2010-2011","Suspensions","Percent","4.1"
"Portland School District","900761800","2011-2012","Suspensions","Percent","3.7"
"Portland School District","900761800","2012-2013","Suspensions","Percent","4.1"
"Portland School District","900761800","2013-2014","Suspensions","Percent","3.8"
"Portland School District","900761800","2014-2015","Suspensions","Percent","4.5"
"Portland School District","900761800","2015-2016","Suspensions","Percent","3.7"
"Portland School District","900761800","2016-2017","Suspensions","Percent","4.3"
"Portland School District","900761800","2017-2018","Suspensions","Percent","6.3"
"Portland School District","900761800","2018-2019","Suspensions","Percent","5.4"
"Portland School District","900761800","2019-2020","Suspensions","Percent","3.7"
"Preston School District","","2009-2010","Suspensions","Percent","4.5"
"Preston School District","","2010-2011","Suspensions","Percent","2.5"
"Preston School District","","2011-2012","Suspensions","Percent","2.2"
"Preston School District","","2012-2013","Suspensions","Percent","3.3"
"Preston School District","","2013-2014","Suspensions","Percent","2.8"
"Preston School District","","2014-2015","Suspensions","Percent","2.2"
"Preston School District","","2015-2016","Suspensions","Percent","2.5"
"Preston School District","","2016-2017","Suspensions","Percent","2.2"
"Preston School District","","2017-2018","Suspensions","Percent","-9999"
"Preston School District","","2018-2019","Suspensions","Percent","-9999"
"Preston School District","","2019-2020","Suspensions","Percent","-6666"
"Putnam School District","901562710","2009-2010","Suspensions","Percent","12.4"
"Putnam School District","901562710","2010-2011","Suspensions","Percent","11.3"
"Putnam School District","901562710","2011-2012","Suspensions","Percent","9.4"
"Putnam School District","901562710","2012-2013","Suspensions","Percent","8.8"
"Putnam School District","901562710","2013-2014","Suspensions","Percent","7.0"
"Putnam School District","901562710","2014-2015","Suspensions","Percent","5.9"
"Putnam School District","901562710","2015-2016","Suspensions","Percent","6.4"
"Putnam School District","901562710","2016-2017","Suspensions","Percent","5.6"
"Putnam School District","901562710","2017-2018","Suspensions","Percent","4.4"
"Putnam School District","901562710","2018-2019","Suspensions","Percent","7.1"
"Putnam School District","901562710","2019-2020","Suspensions","Percent","4.2"
"Redding School District","","2009-2010","Suspensions","Percent","2.0"
"Redding School District","","2010-2011","Suspensions","Percent","1.3"
"Redding School District","","2011-2012","Suspensions","Percent","2.1"
"Redding School District","","2012-2013","Suspensions","Percent","2.6"
"Redding School District","","2013-2014","Suspensions","Percent","2.4"
"Redding School District","","2014-2015","Suspensions","Percent","1.1"
"Redding School District","","2015-2016","Suspensions","Percent","1.6"
"Redding School District","","2016-2017","Suspensions","Percent","2.6"
"Redding School District","","2017-2018","Suspensions","Percent","1.7"
"Redding School District","","2018-2019","Suspensions","Percent","1.7"
"Redding School District","","2019-2020","Suspensions","Percent","1.6"
"Regional School District 01","","2009-2010","Suspensions","Percent","8.5"
"Regional School District 01","","2010-2011","Suspensions","Percent","8.4"
"Regional School District 01","","2011-2012","Suspensions","Percent","8.0"
"Regional School District 01","","2012-2013","Suspensions","Percent","11.4"
"Regional School District 01","","2013-2014","Suspensions","Percent","8.2"
"Regional School District 01","","2014-2015","Suspensions","Percent","14.8"
"Regional School District 01","","2015-2016","Suspensions","Percent","10.9"
"Regional School District 01","","2016-2017","Suspensions","Percent","5.7"
"Regional School District 01","","2017-2018","Suspensions","Percent","4.3"
"Regional School District 01","","2018-2019","Suspensions","Percent","12.1"
"Regional School District 01","","2019-2020","Suspensions","Percent","9.2"
"Regional School District 04","","2009-2010","Suspensions","Percent","8.5"
"Regional School District 04","","2010-2011","Suspensions","Percent","6.0"
"Regional School District 04","","2011-2012","Suspensions","Percent","6.1"
"Regional School District 04","","2012-2013","Suspensions","Percent","5.4"
"Regional School District 04","","2013-2014","Suspensions","Percent","4.1"
"Regional School District 04","","2014-2015","Suspensions","Percent","2.6"
"Regional School District 04","","2015-2016","Suspensions","Percent","3.0"
"Regional School District 04","","2016-2017","Suspensions","Percent","3.9"
"Regional School District 04","","2017-2018","Suspensions","Percent","6.3"
"Regional School District 04","","2018-2019","Suspensions","Percent","4.4"
"Regional School District 04","","2019-2020","Suspensions","Percent","2.7"
"Regional School District 05","","2009-2010","Suspensions","Percent","5.5"
"Regional School District 05","","2010-2011","Suspensions","Percent","5.0"
"Regional School District 05","","2011-2012","Suspensions","Percent","5.5"
"Regional School District 05","","2012-2013","Suspensions","Percent","3.1"
"Regional School District 05","","2013-2014","Suspensions","Percent","3.4"
"Regional School District 05","","2014-2015","Suspensions","Percent","2.3"
"Regional School District 05","","2015-2016","Suspensions","Percent","3.4"
"Regional School District 05","","2016-2017","Suspensions","Percent","3.6"
"Regional School District 05","","2017-2018","Suspensions","Percent","3.7"
"Regional School District 05","","2018-2019","Suspensions","Percent","4.8"
"Regional School District 05","","2019-2020","Suspensions","Percent","2.0"
"Regional School District 06","","2009-2010","Suspensions","Percent","6.4"
"Regional School District 06","","2010-2011","Suspensions","Percent","7.0"
"Regional School District 06","","2011-2012","Suspensions","Percent","7.4"
"Regional School District 06","","2012-2013","Suspensions","Percent","6.0"
"Regional School District 06","","2013-2014","Suspensions","Percent","6.4"
"Regional School District 06","","2014-2015","Suspensions","Percent","5.2"
"Regional School District 06","","2015-2016","Suspensions","Percent","6.1"
"Regional School District 06","","2016-2017","Suspensions","Percent","3.6"
"Regional School District 06","","2017-2018","Suspensions","Percent","4.5"
"Regional School District 06","","2018-2019","Suspensions","Percent","3.2"
"Regional School District 06","","2019-2020","Suspensions","Percent","4.1"
"Regional School District 07","","2009-2010","Suspensions","Percent","5.8"
"Regional School District 07","","2010-2011","Suspensions","Percent","6.3"
"Regional School District 07","","2011-2012","Suspensions","Percent","6.1"
"Regional School District 07","","2012-2013","Suspensions","Percent","4.4"
"Regional School District 07","","2013-2014","Suspensions","Percent","6.6"
"Regional School District 07","","2014-2015","Suspensions","Percent","6.6"
"Regional School District 07","","2015-2016","Suspensions","Percent","4.8"
"Regional School District 07","","2016-2017","Suspensions","Percent","3.8"
"Regional School District 07","","2017-2018","Suspensions","Percent","3.3"
"Regional School District 07","","2018-2019","Suspensions","Percent","4.0"
"Regional School District 07","","2019-2020","Suspensions","Percent","1.8"
"Regional School District 08","","2009-2010","Suspensions","Percent","8.7"
"Regional School District 08","","2010-2011","Suspensions","Percent","10.1"
"Regional School District 08","","2011-2012","Suspensions","Percent","8.3"
"Regional School District 08","","2012-2013","Suspensions","Percent","7.2"
"Regional School District 08","","2013-2014","Suspensions","Percent","6.6"
"Regional School District 08","","2014-2015","Suspensions","Percent","5.5"
"Regional School District 08","","2015-2016","Suspensions","Percent","4.5"
"Regional School District 08","","2016-2017","Suspensions","Percent","5.6"
"Regional School District 08","","2017-2018","Suspensions","Percent","6.2"
"Regional School District 08","","2018-2019","Suspensions","Percent","5.9"
"Regional School District 08","","2019-2020","Suspensions","Percent","3.1"
"Regional School District 09","","2009-2010","Suspensions","Percent","2.5"
"Regional School District 09","","2010-2011","Suspensions","Percent","1.0"
"Regional School District 09","","2011-2012","Suspensions","Percent","2.3"
"Regional School District 09","","2012-2013","Suspensions","Percent","1.2"
"Regional School District 09","","2013-2014","Suspensions","Percent","1.4"
"Regional School District 09","","2014-2015","Suspensions","Percent","1.5"
"Regional School District 09","","2015-2016","Suspensions","Percent","2.9"
"Regional School District 09","","2016-2017","Suspensions","Percent","3.9"
"Regional School District 09","","2017-2018","Suspensions","Percent","4.0"
"Regional School District 09","","2018-2019","Suspensions","Percent","3.2"
"Regional School District 09","","2019-2020","Suspensions","Percent","1.7"
"Regional School District 10","","2009-2010","Suspensions","Percent","4.8"
"Regional School District 10","","2010-2011","Suspensions","Percent","4.6"
"Regional School District 10","","2011-2012","Suspensions","Percent","4.0"
"Regional School District 10","","2012-2013","Suspensions","Percent","3.7"
"Regional School District 10","","2013-2014","Suspensions","Percent","3.4"
"Regional School District 10","","2014-2015","Suspensions","Percent","3.0"
"Regional School District 10","","2015-2016","Suspensions","Percent","2.1"
"Regional School District 10","","2016-2017","Suspensions","Percent","3.0"
"Regional School District 10","","2017-2018","Suspensions","Percent","3.6"
"Regional School District 10","","2018-2019","Suspensions","Percent","2.4"
"Regional School District 10","","2019-2020","Suspensions","Percent","1.6"
"Regional School District 11","","2009-2010","Suspensions","Percent","17.9"
"Regional School District 11","","2010-2011","Suspensions","Percent","13.4"
"Regional School District 11","","2011-2012","Suspensions","Percent","14.2"
"Regional School District 11","","2012-2013","Suspensions","Percent","12.9"
"Regional School District 11","","2013-2014","Suspensions","Percent","11.8"
"Regional School District 11","","2014-2015","Suspensions","Percent","11.0"
"Regional School District 11","","2015-2016","Suspensions","Percent","10.4"
"Regional School District 11","","2016-2017","Suspensions","Percent","10.4"
"Regional School District 11","","2017-2018","Suspensions","Percent","17.6"
"Regional School District 11","","2018-2019","Suspensions","Percent","11.4"
"Regional School District 11","","2019-2020","Suspensions","Percent","4.2"
"Regional School District 12","","2009-2010","Suspensions","Percent","8.0"
"Regional School District 12","","2010-2011","Suspensions","Percent","6.8"
"Regional School District 12","","2011-2012","Suspensions","Percent","5.5"
"Regional School District 12","","2012-2013","Suspensions","Percent","3.7"
"Regional School District 12","","2013-2014","Suspensions","Percent","4.8"
"Regional School District 12","","2014-2015","Suspensions","Percent","5.0"
"Regional School District 12","","2015-2016","Suspensions","Percent","5.1"
"Regional School District 12","","2016-2017","Suspensions","Percent","4.3"
"Regional School District 12","","2017-2018","Suspensions","Percent","3.0"
"Regional School District 12","","2018-2019","Suspensions","Percent","3.3"
"Regional School District 12","","2019-2020","Suspensions","Percent","1.3"
"Regional School District 13","","2009-2010","Suspensions","Percent","2.1"
"Regional School District 13","","2010-2011","Suspensions","Percent","1.5"
"Regional School District 13","","2011-2012","Suspensions","Percent","1.9"
"Regional School District 13","","2012-2013","Suspensions","Percent","2.0"
"Regional School District 13","","2013-2014","Suspensions","Percent","1.5"
"Regional School District 13","","2014-2015","Suspensions","Percent","2.5"
"Regional School District 13","","2015-2016","Suspensions","Percent","2.1"
"Regional School District 13","","2016-2017","Suspensions","Percent","2.2"
"Regional School District 13","","2017-2018","Suspensions","Percent","4.1"
"Regional School District 13","","2018-2019","Suspensions","Percent","3.2"
"Regional School District 13","","2019-2020","Suspensions","Percent","2.6"
"Regional School District 14","","2009-2010","Suspensions","Percent","4.2"
"Regional School District 14","","2010-2011","Suspensions","Percent","4.3"
"Regional School District 14","","2011-2012","Suspensions","Percent","3.5"
"Regional School District 14","","2012-2013","Suspensions","Percent","2.9"
"Regional School District 14","","2013-2014","Suspensions","Percent","2.0"
"Regional School District 14","","2014-2015","Suspensions","Percent","1.4"
"Regional School District 14","","2015-2016","Suspensions","Percent","2.4"
"Regional School District 14","","2016-2017","Suspensions","Percent","2.4"
"Regional School District 14","","2017-2018","Suspensions","Percent","4.1"
"Regional School District 14","","2018-2019","Suspensions","Percent","3.5"
"Regional School District 14","","2019-2020","Suspensions","Percent","2.1"
"Regional School District 15","","2009-2010","Suspensions","Percent","2.7"
"Regional School District 15","","2010-2011","Suspensions","Percent","3.2"
"Regional School District 15","","2011-2012","Suspensions","Percent","3.4"
"Regional School District 15","","2012-2013","Suspensions","Percent","2.7"
"Regional School District 15","","2013-2014","Suspensions","Percent","2.6"
"Regional School District 15","","2014-2015","Suspensions","Percent","2.9"
"Regional School District 15","","2015-2016","Suspensions","Percent","3.2"
"Regional School District 15","","2016-2017","Suspensions","Percent","3.0"
"Regional School District 15","","2017-2018","Suspensions","Percent","3.1"
"Regional School District 15","","2018-2019","Suspensions","Percent","3.1"
"Regional School District 15","","2019-2020","Suspensions","Percent","2.5"
"Regional School District 16","","2009-2010","Suspensions","Percent","6.3"
"Regional School District 16","","2010-2011","Suspensions","Percent","5.7"
"Regional School District 16","","2011-2012","Suspensions","Percent","4.2"
"Regional School District 16","","2012-2013","Suspensions","Percent","3.9"
"Regional School District 16","","2013-2014","Suspensions","Percent","3.8"
"Regional School District 16","","2014-2015","Suspensions","Percent","3.9"
"Regional School District 16","","2015-2016","Suspensions","Percent","4.5"
"Regional School District 16","","2016-2017","Suspensions","Percent","5.1"
"Regional School District 16","","2017-2018","Suspensions","Percent","5.1"
"Regional School District 16","","2018-2019","Suspensions","Percent","4.9"
"Regional School District 16","","2019-2020","Suspensions","Percent","2.4"
"Regional School District 17","","2009-2010","Suspensions","Percent","4.9"
"Regional School District 17","","2010-2011","Suspensions","Percent","5.2"
"Regional School District 17","","2011-2012","Suspensions","Percent","4.5"
"Regional School District 17","","2012-2013","Suspensions","Percent","3.9"
"Regional School District 17","","2013-2014","Suspensions","Percent","3.8"
"Regional School District 17","","2014-2015","Suspensions","Percent","3.5"
"Regional School District 17","","2015-2016","Suspensions","Percent","3.4"
"Regional School District 17","","2016-2017","Suspensions","Percent","4.4"
"Regional School District 17","","2017-2018","Suspensions","Percent","5.5"
"Regional School District 17","","2018-2019","Suspensions","Percent","4.7"
"Regional School District 17","","2019-2020","Suspensions","Percent","3.7"
"Regional School District 18","","2009-2010","Suspensions","Percent","2.3"
"Regional School District 18","","2010-2011","Suspensions","Percent","2.7"
"Regional School District 18","","2011-2012","Suspensions","Percent","2.6"
"Regional School District 18","","2012-2013","Suspensions","Percent","1.1"
"Regional School District 18","","2013-2014","Suspensions","Percent","2.0"
"Regional School District 18","","2014-2015","Suspensions","Percent","1.9"
"Regional School District 18","","2015-2016","Suspensions","Percent","2.2"
"Regional School District 18","","2016-2017","Suspensions","Percent","3.8"
"Regional School District 18","","2017-2018","Suspensions","Percent","2.3"
"Regional School District 18","","2018-2019","Suspensions","Percent","3.0"
"Regional School District 18","","2019-2020","Suspensions","Percent","2.0"
"Regional School District 19","","2009-2010","Suspensions","Percent","6.0"
"Regional School District 19","","2010-2011","Suspensions","Percent","7.9"
"Regional School District 19","","2011-2012","Suspensions","Percent","6.2"
"Regional School District 19","","2012-2013","Suspensions","Percent","6.4"
"Regional School District 19","","2013-2014","Suspensions","Percent","6.1"
"Regional School District 19","","2014-2015","Suspensions","Percent","5.0"
"Regional School District 19","","2015-2016","Suspensions","Percent","5.1"
"Regional School District 19","","2016-2017","Suspensions","Percent","3.2"
"Regional School District 19","","2017-2018","Suspensions","Percent","4.5"
"Regional School District 19","","2018-2019","Suspensions","Percent","5.5"
"Regional School District 19","","2019-2020","Suspensions","Percent","2.4"
"Ridgefield School District","900163970","2009-2010","Suspensions","Percent","1.4"
"Ridgefield School District","900163970","2010-2011","Suspensions","Percent","1.6"
"Ridgefield School District","900163970","2011-2012","Suspensions","Percent","1.8"
"Ridgefield School District","900163970","2012-2013","Suspensions","Percent","1.2"
"Ridgefield School District","900163970","2013-2014","Suspensions","Percent","1.2"
"Ridgefield School District","900163970","2014-2015","Suspensions","Percent","1.0"
"Ridgefield School District","900163970","2015-2016","Suspensions","Percent","1.3"
"Ridgefield School District","900163970","2016-2017","Suspensions","Percent","1.8"
"Ridgefield School District","900163970","2017-2018","Suspensions","Percent","2.2"
"Ridgefield School District","900163970","2018-2019","Suspensions","Percent","2.0"
"Ridgefield School District","900163970","2019-2020","Suspensions","Percent","0.9"
"Rocky Hill School District","900365370","2009-2010","Suspensions","Percent","4.8"
"Rocky Hill School District","900365370","2010-2011","Suspensions","Percent","3.7"
"Rocky Hill School District","900365370","2011-2012","Suspensions","Percent","4.7"
"Rocky Hill School District","900365370","2012-2013","Suspensions","Percent","2.8"
"Rocky Hill School District","900365370","2013-2014","Suspensions","Percent","1.9"
"Rocky Hill School District","900365370","2014-2015","Suspensions","Percent","2.7"
"Rocky Hill School District","900365370","2015-2016","Suspensions","Percent","1.7"
"Rocky Hill School District","900365370","2016-2017","Suspensions","Percent","2.1"
"Rocky Hill School District","900365370","2017-2018","Suspensions","Percent","1.7"
"Rocky Hill School District","900365370","2018-2019","Suspensions","Percent","2.4"
"Rocky Hill School District","900365370","2019-2020","Suspensions","Percent","2.1"
"Salem School District","","2009-2010","Suspensions","Percent","2.0"
"Salem School District","","2010-2011","Suspensions","Percent","2.6"
"Salem School District","","2011-2012","Suspensions","Percent","2.9"
"Salem School District","","2012-2013","Suspensions","Percent","-9999"
"Salem School District","","2013-2014","Suspensions","Percent","2.1"
"Salem School District","","2014-2015","Suspensions","Percent","2.2"
"Salem School District","","2015-2016","Suspensions","Percent","1.9"
"Salem School District","","2016-2017","Suspensions","Percent","2.9"
"Salem School District","","2017-2018","Suspensions","Percent","3.3"
"Salem School District","","2018-2019","Suspensions","Percent","2.8"
"Salem School District","","2019-2020","Suspensions","Percent","-9999"
"Salisbury School District","","2009-2010","Suspensions","Percent","1.9"
"Salisbury School District","","2010-2011","Suspensions","Percent","2.9"
"Salisbury School District","","2011-2012","Suspensions","Percent","3.5"
"Salisbury School District","","2012-2013","Suspensions","Percent","2.9"
"Salisbury School District","","2013-2014","Suspensions","Percent","-9999"
"Salisbury School District","","2014-2015","Suspensions","Percent","-9999"
"Salisbury School District","","2015-2016","Suspensions","Percent","3.3"
"Salisbury School District","","2016-2017","Suspensions","Percent","-9999"
"Salisbury School District","","2017-2018","Suspensions","Percent","3.3"
"Salisbury School District","","2018-2019","Suspensions","Percent","-9999"
"Salisbury School District","","2019-2020","Suspensions","Percent","-9999"
"Scotland School District","","2009-2010","Suspensions","Percent","3.7"
"Scotland School District","","2010-2011","Suspensions","Percent","-9999"
"Scotland School District","","2011-2012","Suspensions","Percent","4.3"
"Scotland School District","","2012-2013","Suspensions","Percent","-9999"
"Scotland School District","","2013-2014","Suspensions","Percent","6.6"
"Scotland School District","","2014-2015","Suspensions","Percent","6.2"
"Scotland School District","","2015-2016","Suspensions","Percent","-9999"
"Scotland School District","","2016-2017","Suspensions","Percent","7.0"
"Scotland School District","","2017-2018","Suspensions","Percent","5.1"
"Scotland School District","","2018-2019","Suspensions","Percent","-9999"
"Scotland School District","","2019-2020","Suspensions","Percent","-6666"
"Seymour School District","900967610","2009-2010","Suspensions","Percent","9.7"
"Seymour School District","900967610","2010-2011","Suspensions","Percent","9.4"
"Seymour School District","900967610","2011-2012","Suspensions","Percent","7.4"
"Seymour School District","900967610","2012-2013","Suspensions","Percent","7.9"
"Seymour School District","900967610","2013-2014","Suspensions","Percent","9.3"
"Seymour School District","900967610","2014-2015","Suspensions","Percent","9.8"
"Seymour School District","900967610","2015-2016","Suspensions","Percent","7.0"
"Seymour School District","900967610","2016-2017","Suspensions","Percent","5.0"
"Seymour School District","900967610","2017-2018","Suspensions","Percent","7.5"
"Seymour School District","900967610","2018-2019","Suspensions","Percent","9.6"
"Seymour School District","900967610","2019-2020","Suspensions","Percent","5.7"
"Sharon School District","","2009-2010","Suspensions","Percent","-9999"
"Sharon School District","","2010-2011","Suspensions","Percent","-9999"
"Sharon School District","","2011-2012","Suspensions","Percent","-9999"
"Sharon School District","","2012-2013","Suspensions","Percent","-9999"
"Sharon School District","","2013-2014","Suspensions","Percent","-9999"
"Sharon School District","","2014-2015","Suspensions","Percent","3.3"
"Sharon School District","","2015-2016","Suspensions","Percent","-6666"
"Sharon School District","","2016-2017","Suspensions","Percent","-9999"
"Sharon School District","","2017-2018","Suspensions","Percent","-9999"
"Sharon School District","","2018-2019","Suspensions","Percent","-9999"
"Sharon School District","","2019-2020","Suspensions","Percent","-6666"
"Shelton School District","900168170","2009-2010","Suspensions","Percent","5.4"
"Shelton School District","900168170","2010-2011","Suspensions","Percent","6.2"
"Shelton School District","900168170","2011-2012","Suspensions","Percent","6.4"
"Shelton School District","900168170","2012-2013","Suspensions","Percent","5.9"
"Shelton School District","900168170","2013-2014","Suspensions","Percent","5.5"
"Shelton School District","900168170","2014-2015","Suspensions","Percent","4.8"
"Shelton School District","900168170","2015-2016","Suspensions","Percent","5.2"
"Shelton School District","900168170","2016-2017","Suspensions","Percent","5.0"
"Shelton School District","900168170","2017-2018","Suspensions","Percent","6.2"
"Shelton School District","900168170","2018-2019","Suspensions","Percent","5.5"
"Shelton School District","900168170","2019-2020","Suspensions","Percent","4.2"
"Sherman School District","","2009-2010","Suspensions","Percent","3.1"
